id,fen,engine,move,score,wins,draws,losses,depth,seldepth,nodes,time,hashfull
469,rnbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/RNBBNKRQ w KQkq - 0 1,Stockfish 17.1,g2g4,25,65,923,12,11,16,100780,0.02,3
470,rnbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/RNBNKBRQ w KQkq - 0 1,Stockfish 17.1,g2g4,39,102,891,7,11,17,101088,0.02,4
471,rnbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/RNBNKRQB w KQkq - 0 1,Stockfish 17.1,g2g4,43,116,878,6,11,18,100307,0.017,3
472,rbnnbkrq/pppppppp/8/8/8/8/PPPPPPPP/RBNNBKRQ w KQkq - 0 1,Stockfish 17.1,g2g4,29,75,915,10,10,20,100761,0.019,3
473,rnnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/RNNBBKRQ w KQkq - 0 1,Stockfish 17.1,g2g4,72,273,725,2,12,18,100140,0.018,5
474,rnnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/RNNKBBRQ w KQkq - 0 1,Stockfish 17.1,g2g4,35,90,902,8,12,29,101135,0.019,3
475,rnnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/RNNKBRQB w KQkq - 0 1,Stockfish 17.1,g2g4,29,75,915,10,12,16,100485,0.019,4
476,rbnnkrbq/pppppppp/8/8/8/8/PPPPPPPP/RBNNKRBQ w KQkq - 0 1,Stockfish 17.1,c2c3,27,69,920,11,12,17,100096,0.016,5
477,rnnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/RNNBKRBQ w KQkq - 0 1,Stockfish 17.1,b1c3,46,128,866,6,11,17,101615,0.018,4
478,rnnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/RNNKRBBQ w KQkq - 0 1,Stockfish 17.1,b1c3,30,77,913,10,12,19,100995,0.018,4
479,rnnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/RNNKRQBB w KQkq - 0 1,Stockfish 17.1,g2g4,55,169,827,4,13,14,100027,0.018,5
480,bbqrnknr/pppppppp/8/8/8/8/PPPPPPPP/BBQRNKNR w KQkq - 0 1,Stockfish 17.1,c2c4,31,79,912,9,11,18,100722,0.019,5
481,bqrbnknr/pppppppp/8/8/8/8/PPPPPPPP/BQRBNKNR w KQkq - 0 1,Stockfish 17.1,b2b4,27,69,920,11,11,17,100598,0.019,7
482,bqrnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQRNKBNR w KQkq - 0 1,Stockfish 17.1,b2b4,24,62,926,12,11,17,101037,0.018,8
483,bqrnknrb/pppppppp/8/8/8/8/PPPPPPPP/BQRNKNRB w KQkq - 0 1,Stockfish 17.1,g2g3,19,53,933,14,11,19,100139,0.018,5
484,qbbrnknr/pppppppp/8/8/8/8/PPPPPPPP/QBBRNKNR w KQkq - 0 1,Stockfish 17.1,g1f3,47,131,864,5,12,22,100190,0.017,5
485,qrbbnknr/pppppppp/8/8/8/8/PPPPPPPP/QRBBNKNR w KQkq - 0 1,Stockfish 17.1,g1f3,29,73,917,10,10,20,100480,0.02,10
486,qrbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/QRBNKBNR w KQkq - 0 1,Stockfish 17.1,b2b4,24,62,926,12,11,16,100410,0.017,6
487,qrbnknrb/pppppppp/8/8/8/8/PPPPPPPP/QRBNKNRB w KQkq - 0 1,Stockfish 17.1,g2g4,48,134,861,5,11,13,101325,0.018,5
488,qbrnbknr/pppppppp/8/8/8/8/PPPPPPPP/QBRNBKNR w KQkq - 0 1,Stockfish 17.1,d2d4,22,58,929,13,12,19,100388,0.017,6
489,qrnbbknr/pppppppp/8/8/8/8/PPPPPPPP/QRNBBKNR w KQkq - 0 1,Stockfish 17.1,e2e4,35,91,901,8,10,17,100080,0.02,8
490,qrnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBNR w KQkq - 0 1,Stockfish 17.1,e2e4,36,93,899,8,10,17,100338,0.019,7
491,qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w KQkq - 0 1,Stockfish 17.1,d2d3,30,76,914,10,10,14,100007,0.019,8
492,qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w KQkq - 0 1,Stockfish 17.1,f2f3,22,60,927,13,10,16,100158,0.017,6
493,qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w KQkq - 0 1,Stockfish 17.1,f2f3,41,109,884,7,12,17,100098,0.016,7
494,qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w KQkq - 0 1,Stockfish 17.1,e2e4,25,65,923,12,12,22,100272,0.016,5
495,qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w KQkq - 0 1,Stockfish 17.1,f2f4,28,71,918,11,34,43,100000412,23.601,535
496,bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w KQkq - 0 1,Stockfish 17.1,b2b4,28,71,918,11,12,21,100282,0.019,5
497,brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w KQkq - 0 1,Stockfish 17.1,b2b4,9,38,942,20,10,21,100879,0.017,6
498,brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w KQkq - 0 1,Stockfish 17.1,b2b4,9,38,942,20,12,17,100925,0.017,5
499,brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w KQkq - 0 1,Stockfish 17.1,b2b4,21,58,929,13,11,21,100308,0.019,4
500,rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w KQkq - 0 1,Stockfish 17.1,e2e4,21,57,930,13,11,14,100314,0.017,6
501,rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w KQkq - 0 1,Stockfish 17.1,e2e4,27,69,920,11,11,16,101011,0.019,4
502,rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w KQkq - 0 1,Stockfish 17.1,e2e4,40,105,888,7,11,19,100030,0.018,4
503,rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w KQkq - 0 1,Stockfish 17.1,c2c3,45,125,869,6,11,19,100975,0.017,4
504,rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w KQkq - 0 1,Stockfish 17.1,d2d4,66,227,770,3,12,20,100279,0.019,3
505,rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w KQkq - 0 1,Stockfish 17.1,d2d4,38,100,893,7,10,19,100403,0.018,5
506,rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w KQkq - 0 1,Stockfish 17.1,d2d4,41,110,883,7,12,17,100315,0.018,3
507,rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w KQkq - 0 1,Stockfish 17.1,g2g4,36,93,899,8,12,21,100466,0.019,4
508,rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w KQkq - 0 1,Stockfish 17.1,d2d4,22,59,928,13,12,18,101097,0.017,5
509,rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w KQkq - 0 1,Stockfish 17.1,e2e4,26,67,922,11,12,17,100463,0.016,4
510,rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w KQkq - 0 1,Stockfish 17.1,e2e4,29,73,917,10,11,15,100659,0.017,4
511,rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w KQkq - 0 1,Stockfish 17.1,f2f4,17,50,935,15,12,20,100324,0.017,5
512,bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w KQkq - 0 1,Stockfish 17.1,b2b4,40,105,888,7,11,19,100240,0.018,5
513,brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w KQkq - 0 1,Stockfish 17.1,e2e4,31,80,911,9,10,14,100021,0.019,7
514,brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w KQkq - 0 1,Stockfish 17.1,c2c4,12,43,939,18,12,17,100637,0.018,8
515,brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w KQkq - 0 1,Stockfish 17.1,b2b3,11,41,940,19,11,14,100582,0.019,5
516,rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w KQkq - 0 1,Stockfish 17.1,e2e4,51,150,845,5,11,17,100091,0.021,6
517,rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w KQkq - 0 1,Stockfish 17.1,e2e4,42,113,881,6,11,19,101860,0.018,10
518,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,Stockfish 17.1,d2d4,23,60,927,13,36,52,100000586,24.692,520
519,rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w KQkq - 0 1,Stockfish 17.1,d2d4,50,146,849,5,11,16,100203,0.016,5
520,rbnqbknr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKNR w KQkq - 0 1,Stockfish 17.1,c2c4,33,84,907,9,12,16,100336,0.02,6
521,rnqbbknr/pppppppp/8/8/8/8/PPPPPPPP/RNQBBKNR w KQkq - 0 1,Stockfish 17.1,d2d4,30,77,913,10,10,19,100070,0.017,8
522,rnqkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNQKBBNR w KQkq - 0 1,Stockfish 17.1,d2d4,39,103,890,7,11,16,100265,0.019,7
523,rnqkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNQKBNRB w KQkq - 0 1,Stockfish 17.1,d2d3,23,60,927,13,9,12,100643,0.02,8
524,rbnqknbr/pppppppp/8/8/8/8/PPPPPPPP/RBNQKNBR w KQkq - 0 1,Stockfish 17.1,c2c3,27,69,920,11,11,20,101687,0.014,7
525,rnqbknbr/pppppppp/8/8/8/8/PPPPPPPP/RNQBKNBR w KQkq - 0 1,Stockfish 17.1,d2d4,39,102,891,7,12,16,100662,0.018,7
526,rnqknbbr/pppppppp/8/8/8/8/PPPPPPPP/RNQKNBBR w KQkq - 0 1,Stockfish 17.1,d2d4,52,153,842,5,13,17,100416,0.018,6
527,rnqknrbb/pppppppp/8/8/8/8/PPPPPPPP/RNQKNRBB w KQkq - 0 1,Stockfish 17.1,c2c4,23,61,927,12,12,16,100251,0.014,4
528,bbrnkqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRNKQNR w KQkq - 0 1,Stockfish 17.1,c2c4,8,36,943,21,11,21,100310,0.014,5
529,brnbkqnr/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQNR w KQkq - 0 1,Stockfish 17.1,e2e3,12,41,940,19,11,16,100086,0.02,7
530,brnkqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBNR w KQkq - 0 1,Stockfish 17.1,e2e4,43,117,877,6,12,24,100641,0.017,6
531,brnkqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQNRB w KQkq - 0 1,Stockfish 17.1,d2d4,56,172,824,4,10,18,100258,0.018,4
532,rbbnkqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQNR w KQkq - 0 1,Stockfish 17.1,e2e4,39,102,891,7,12,22,100569,0.016,5
533,rnbbkqnr/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQNR w KQkq - 0 1,Stockfish 17.1,e2e4,35,91,901,8,11,20,100455,0.016,4
534,rnbkqbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBNR w KQkq - 0 1,Stockfish 17.1,d2d4,55,169,827,4,12,18,100785,0.019,4
535,rnbkqnrb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQNRB w KQkq - 0 1,Stockfish 17.1,d2d3,9,38,942,20,11,14,100506,0.02,4
536,rbnkbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQNR w KQkq - 0 1,Stockfish 17.1,e2e4,38,98,895,7,11,18,100649,0.018,3
537,rnkbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQNR w KQkq - 0 1,Stockfish 17.1,e2e4,53,156,840,4,11,18,100709,0.016,6
538,rnkqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBNR w KQkq - 0 1,Stockfish 17.1,e2e4,15,47,937,16,11,22,101631,0.017,3
539,rnkqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBNRB w KQkq - 0 1,Stockfish 17.1,e2e4,24,63,925,12,12,18,100891,0.017,4
540,rbnkqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBNKQNBR w KQkq - 0 1,Stockfish 17.1,f2f3,33,85,906,9,13,18,100888,0.013,5
541,rnkbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RNKBQNBR w KQkq - 0 1,Stockfish 17.1,f2f4,23,61,927,12,10,18,100097,0.017,5
542,rnkqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RNKQNBBR w KQkq - 0 1,Stockfish 17.1,d2d4,50,143,852,5,10,20,100175,0.017,5
543,rnkqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RNKQNRBB w KQkq - 0 1,Stockfish 17.1,e2e4,20,55,931,14,11,18,100075,0.017,5
544,bbrnknqr/pppppppp/8/8/8/8/PPPPPPPP/BBRNKNQR w KQkq - 0 1,Stockfish 17.1,b2b4,12,43,939,18,10,19,100245,0.017,6
545,brnbknqr/pppppppp/8/8/8/8/PPPPPPPP/BRNBKNQR w KQkq - 0 1,Stockfish 17.1,b2b4,36,92,900,8,12,17,101679,0.018,8
546,brnknbqr/pppppppp/8/8/8/8/PPPPPPPP/BRNKNBQR w KQkq - 0 1,Stockfish 17.1,f2f3,45,124,870,6,11,19,100038,0.016,8
547,brnknqrb/pppppppp/8/8/8/8/PPPPPPPP/BRNKNQRB w KQkq - 0 1,Stockfish 17.1,b2b3,24,62,926,12,11,18,100957,0.019,5
548,rbbnknqr/pppppppp/8/8/8/8/PPPPPPPP/RBBNKNQR w KQkq - 0 1,Stockfish 17.1,d2d4,13,43,939,18,11,15,100648,0.016,7
549,rnbbknqr/pppppppp/8/8/8/8/PPPPPPPP/RNBBKNQR w KQkq - 0 1,Stockfish 17.1,e2e4,52,155,841,4,11,15,100793,0.019,10
550,rnbknbqr/pppppppp/8/8/8/8/PPPPPPPP/RNBKNBQR w KQkq - 0 1,Stockfish 17.1,d2d4,65,222,775,3,11,18,101060,0.019,6
551,rnbknqrb/pppppppp/8/8/8/8/PPPPPPPP/RNBKNQRB w KQkq - 0 1,Stockfish 17.1,g2g4,18,52,933,15,34,48,100004387,26.574,531
552,rbnkbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBNKBNQR w KQkq - 0 1,Stockfish 17.1,d2d4,29,73,917,10,11,17,100777,0.015,7
553,rnkbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RNKBBNQR w KQkq - 0 1,Stockfish 17.1,e2e4,43,115,879,6,12,19,100857,0.017,8
554,rnknbbqr/pppppppp/8/8/8/8/PPPPPPPP/RNKNBBQR w KQkq - 0 1,Stockfish 17.1,b1c3,24,63,925,12,12,17,101219,0.018,7
555,rnknbqrb/pppppppp/8/8/8/8/PPPPPPPP/RNKNBQRB w KQkq - 0 1,Stockfish 17.1,g2g4,28,72,918,10,11,22,101280,0.018,8
556,rbnknqbr/pppppppp/8/8/8/8/PPPPPPPP/RBNKNQBR w KQkq - 0 1,Stockfish 17.1,e2e4,14,45,938,17,12,18,101105,0.016,8
557,rnkbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RNKBNQBR w KQkq - 0 1,Stockfish 17.1,e2e4,57,180,816,4,12,21,100675,0.019,8
558,rnknqbbr/pppppppp/8/8/8/8/PPPPPPPP/RNKNQBBR w KQkq - 0 1,Stockfish 17.1,d2d4,17,49,935,16,11,16,100380,0.016,6
559,rnknqrbb/pppppppp/8/8/8/8/PPPPPPPP/RNKNQRBB w KQkq - 0 1,Stockfish 17.1,f2f4,17,50,935,15,10,18,100595,0.018,4
560,bbrnknrq/pppppppp/8/8/8/8/PPPPPPPP/BBRNKNRQ w KQkq - 0 1,Stockfish 17.1,g2g4,49,139,856,5,11,18,100042,0.019,6
561,brnbknrq/pppppppp/8/8/8/8/PPPPPPPP/BRNBKNRQ w KQkq - 0 1,Stockfish 17.1,e2e3,31,78,912,10,11,20,101389,0.02,8
562,brnknbrq/pppppppp/8/8/8/8/PPPPPPPP/BRNKNBRQ w KQkq - 0 1,Stockfish 17.1,b2b4,41,108,885,7,9,18,100937,0.018,6
563,brnknrqb/pppppppp/8/8/8/8/PPPPPPPP/BRNKNRQB w KQkq - 0 1,Stockfish 17.1,b2b3,26,68,921,11,12,19,100468,0.016,5
564,rbbnknrq/pppppppp/8/8/8/8/PPPPPPPP/RBBNKNRQ w KQkq - 0 1,Stockfish 17.1,d2d4,28,71,918,11,11,22,100374,0.016,6
565,rnbbknrq/pppppppp/8/8/8/8/PPPPPPPP/RNBBKNRQ w KQkq - 0 1,Stockfish 17.1,g2g4,58,181,815,4,10,18,100240,0.019,5
566,rnbknbrq/pppppppp/8/8/8/8/PPPPPPPP/RNBKNBRQ w KQkq - 0 1,Stockfish 17.1,h2h4,31,79,912,9,10,18,100168,0.018,5
567,rnbknrqb/pppppppp/8/8/8/8/PPPPPPPP/RNBKNRQB w KQkq - 0 1,Stockfish 17.1,f2f4,16,48,936,16,11,13,100131,0.019,5
568,rbnkbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBNKBNRQ w KQkq - 0 1,Stockfish 17.1,d2d4,37,95,897,8,11,20,100026,0.016,4
569,rnkbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RNKBBNRQ w KQkq - 0 1,Stockfish 17.1,f2f4,24,63,925,12,9,14,100042,0.019,7
570,rnknbbrq/pppppppp/8/8/8/8/PPPPPPPP/RNKNBBRQ w KQkq - 0 1,Stockfish 17.1,g2g4,34,87,904,9,11,18,101609,0.018,3
571,rnknbrqb/pppppppp/8/8/8/8/PPPPPPPP/RNKNBRQB w KQkq - 0 1,Stockfish 17.1,g2g4,21,56,930,14,11,16,100739,0.017,4
572,rbnknrbq/pppppppp/8/8/8/8/PPPPPPPP/RBNKNRBQ w KQkq - 0 1,Stockfish 17.1,g2g4,27,71,918,11,9,14,100747,0.018,5
573,rnkbnrbq/pppppppp/8/8/8/8/PPPPPPPP/RNKBNRBQ w KQkq - 0 1,Stockfish 17.1,e2e4,30,78,912,10,10,18,100426,0.016,5
574,rnknrbbq/pppppppp/8/8/8/8/PPPPPPPP/RNKNRBBQ w KQkq - 0 1,Stockfish 17.1,f2f4,27,70,919,11,11,20,100490,0.017,4
575,rnknrqbb/pppppppp/8/8/8/8/PPPPPPPP/RNKNRQBB w KQkq - 0 1,Stockfish 17.1,e2e4,29,75,915,10,12,16,100666,0.018,5
576,bbqrnkrn/pppppppp/8/8/8/8/PPPPPPPP/BBQRNKRN w KQkq - 0 1,Stockfish 17.1,c2c4,12,41,940,19,11,22,100171,0.016,6
577,bqrbnkrn/pppppppp/8/8/8/8/PPPPPPPP/BQRBNKRN w KQkq - 0 1,Stockfish 17.1,b2b4,21,57,930,13,11,18,100419,0.018,7
578,bqrnkbrn/pppppppp/8/8/8/8/PPPPPPPP/BQRNKBRN w KQkq - 0 1,Stockfish 17.1,c2c4,44,119,875,6,11,17,100683,0.018,9
579,bqrnkrnb/pppppppp/8/8/8/8/PPPPPPPP/BQRNKRNB w KQkq - 0 1,Stockfish 17.1,b2b4,16,48,936,16,10,17,100637,0.018,6
580,qbbrnkrn/pppppppp/8/8/8/8/PPPPPPPP/QBBRNKRN w KQkq - 0 1,Stockfish 17.1,c2c4,31,80,911,9,14,19,100275,0.017,7
581,qrbbnkrn/pppppppp/8/8/8/8/PPPPPPPP/QRBBNKRN w KQkq - 0 1,Stockfish 17.1,f1g1,25,65,923,12,13,17,100068,0.017,10
582,qrbnkbrn/pppppppp/8/8/8/8/PPPPPPPP/QRBNKBRN w KQkq - 0 1,Stockfish 17.1,h1g3,38,100,893,7,10,16,100711,0.02,6
583,qrbnkrnb/pppppppp/8/8/8/8/PPPPPPPP/QRBNKRNB w KQkq - 0 1,Stockfish 17.1,b2b4,40,107,886,7,13,21,100544,0.019,7
584,qbrnbkrn/pppppppp/8/8/8/8/PPPPPPPP/QBRNBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,26,67,922,11,10,22,100168,0.019,7
585,qrnbbkrn/pppppppp/8/8/8/8/PPPPPPPP/QRNBBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,26,67,922,11,10,18,100201,0.018,9
586,qrnkbbrn/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBRN w KQkq - 0 1,Stockfish 17.1,e2e4,40,106,887,7,10,19,101622,0.019,7
587,qrnkbrnb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBRNB w KQkq - 0 1,Stockfish 17.1,g2g4,24,64,924,12,10,18,100616,0.02,9
588,qbrnkrbn/pppppppp/8/8/8/8/PPPPPPPP/QBRNKRBN w KQkq - 0 1,Stockfish 17.1,c2c4,38,99,894,7,11,19,100748,0.017,8
589,qrnbkrbn/pppppppp/8/8/8/8/PPPPPPPP/QRNBKRBN w KQkq - 0 1,Stockfish 17.1,h1g3,68,240,757,3,11,19,100445,0.019,8
590,qrnkrbbn/pppppppp/8/8/8/8/PPPPPPPP/QRNKRBBN w KQkq - 0 1,Stockfish 17.1,f2f4,15,46,937,17,11,19,100695,0.017,6
591,qrnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKRNBB w KQkq - 0 1,Stockfish 17.1,b2b4,48,134,861,5,10,18,100057,0.019,5
592,bbrqnkrn/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKRN w KQkq - 0 1,Stockfish 17.1,c2c4,16,49,935,16,14,23,101178,0.017,5
593,brqbnkrn/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKRN w KQkq - 0 1,Stockfish 17.1,b2b4,8,37,942,21,11,21,100408,0.019,8
594,brqnkbrn/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBRN w KQkq - 0 1,Stockfish 17.1,h1g3,23,60,927,13,12,16,100359,0.02,6
595,brqnkrnb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKRNB w KQkq - 0 1,Stockfish 17.1,b2b4,13,44,938,18,9,16,100078,0.019,5
596,rbbqnkrn/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKRN w KQkq - 0 1,Stockfish 17.1,c2c4,12,43,939,18,11,19,100355,0.018,6
597,rqbbnkrn/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKRN w KQkq - 0 1,Stockfish 17.1,d2d4,17,50,935,15,12,20,101445,0.018,6
598,rqbnkbrn/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBRN w KQkq - 0 1,Stockfish 17.1,c2c3,42,112,882,6,11,17,100913,0.019,5
599,rqbnkrnb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKRNB w KQkq - 0 1,Stockfish 17.1,g2g3,23,61,927,12,12,20,100785,0.018,6
600,rbqnbkrn/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,15,47,937,16,11,15,100738,0.018,4
601,rqnbbkrn/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,39,101,892,7,11,21,100181,0.017,7
602,rqnkbbrn/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBRN w KQkq - 0 1,Stockfish 17.1,c2c4,36,93,899,8,9,20,100508,0.02,3
603,rqnkbrnb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBRNB w KQkq - 0 1,Stockfish 17.1,g2g4,20,55,931,14,10,13,100836,0.021,5
604,rbqnkrbn/pppppppp/8/8/8/8/PPPPPPPP/RBQNKRBN w KQkq - 0 1,Stockfish 17.1,c2c4,47,130,865,5,11,13,100649,0.017,6
605,rqnbkrbn/pppppppp/8/8/8/8/PPPPPPPP/RQNBKRBN w KQkq - 0 1,Stockfish 17.1,f2f4,47,130,865,5,12,17,101022,0.019,5
606,rqnkrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQNKRBBN w KQkq - 0 1,Stockfish 17.1,e2e4,13,43,939,18,12,18,100175,0.014,5
607,rqnkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKRNBB w KQkq - 0 1,Stockfish 17.1,e2e4,30,78,912,10,12,18,100086,0.016,6
608,bbrnqkrn/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKRN w KQkq - 0 1,Stockfish 17.1,c2c4,9,38,942,20,10,16,100232,0.018,6
609,brnbqkrn/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKRN w KQkq - 0 1,Stockfish 17.1,f1g1,29,75,915,10,12,24,100250,0.015,8
610,brnqkbrn/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBRN w KQkq - 0 1,Stockfish 17.1,e2e3,26,68,921,11,12,22,100141,0.019,9
611,brnqkrnb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKRNB w KQkq - 0 1,Stockfish 17.1,b2b4,16,48,936,16,11,24,100220,0.018,6
612,rbbnqkrn/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKRN w KQkq - 0 1,Stockfish 17.1,f1g1,33,84,907,9,12,20,101142,0.017,7
613,rnbbqkrn/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKRN w KQkq - 0 1,Stockfish 17.1,e2e4,20,56,930,14,11,20,100452,0.019,10
614,rnbqkbrn/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBRN w KQkq - 0 1,Stockfish 17.1,e2e4,24,62,926,12,11,24,100539,0.02,6
615,rnbqkrnb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKRNB w KQkq - 0 1,Stockfish 17.1,c2c4,22,58,929,13,13,17,100256,0.018,7
616,rbnqbkrn/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKRN w KQkq - 0 1,Stockfish 17.1,c2c4,35,89,903,8,11,18,101221,0.018,7
617,rnqbbkrn/pppppppp/8/8/8/8/PPPPPPPP/RNQBBKRN w KQkq - 0 1,Stockfish 17.1,d2d4,41,108,885,7,12,22,100827,0.017,10
618,rnqkbbrn/pppppppp/8/8/8/8/PPPPPPPP/RNQKBBRN w KQkq - 0 1,Stockfish 17.1,c2c4,48,134,861,5,10,13,100612,0.019,7
619,rnqkbrnb/pppppppp/8/8/8/8/PPPPPPPP/RNQKBRNB w KQkq - 0 1,Stockfish 17.1,d2d3,11,40,941,19,11,13,100235,0.02,9
620,rbnqkrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNQKRBN w KQkq - 0 1,Stockfish 17.1,f2f4,37,96,896,8,11,14,101400,0.02,8
621,rnqbkrbn/pppppppp/8/8/8/8/PPPPPPPP/RNQBKRBN w KQkq - 0 1,Stockfish 17.1,f2f4,46,127,867,6,11,21,100427,0.02,8
622,rnqkrbbn/pppppppp/8/8/8/8/PPPPPPPP/RNQKRBBN w KQkq - 0 1,Stockfish 17.1,d2d4,67,239,758,3,11,18,100275,0.017,6
623,rnqkrnbb/pppppppp/8/8/8/8/PPPPPPPP/RNQKRNBB w KQkq - 0 1,Stockfish 17.1,f2f4,41,111,882,7,11,17,100443,0.018,5
624,bbrnkqrn/pppppppp/8/8/8/8/PPPPPPPP/BBRNKQRN w KQkq - 0 1,Stockfish 17.1,c2c4,41,110,883,7,10,28,100134,0.017,6
625,brnbkqrn/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQRN w KQkq - 0 1,Stockfish 17.1,f2f4,37,95,897,8,10,17,100163,0.018,8
